Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),19:45,07:55,12h 10m,INR 600,23 Seats available,"4.6
591",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Non A/C Seater / Sleeper (2+1),19:25,09:40,14h 15m,INR 500,20 Seats available,"4.3
787",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Prasanna - Purple Bus,VE A/C Sleeper (2+1),20:30,09:30,13h 00m,INR 920,21 Seats available,"4.0
308",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
AdShreyash Travels,Bharat Benz A/C Sleeper (2+1),19:45,08:30,12h 45m,841,10 Seats available,"3.6
277",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),18:05,09:00,14h 55m,INR 900,14 Seats available,"4.3
680",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:00,08:50,12h 50m,INR 600,39 Seats available,"4.6
6",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),21:20,10:45,13h 25m,INR 1050,19 Seats available,"4.1
495",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Anand Travels,Volvo Multi-Axle I-Shift A/C Sleeper (2+1),19:30,09:00,13h 30m,INR 1001,18 Seats available,"4.2
327",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Anand Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:40,10:00,13h 20m,INR 999,19 Seats available,"4.0
375",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Travels,NON A/C Sleeper (2+1),19:30,09:45,14h 15m,INR 699,11 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00,10:00,13h 00m,INR 900,15 Seats available,"4.4
688",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Gobus,VE A/C Sleeper (2+1),20:17,07:02,10h 45m,INR 900,5 Seats available,"4.6
774",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Prasanna - Purple Bus,VE A/C Sleeper (2+1),18:00,05:00,11h 00m,INR 970,12 Seats available,"4.2
269",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Anand Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),18:30,06:30,12h 00m,INR 1001,9 Seats available,"4.0
264",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Gobus,VE A/C Sleeper (2+1),21:15,07:45,10h 30m,INR 900,5 Seats available,"4.6
666",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),18:00,05:25,11h 25m,INR 1009,5 Seats available,"4.4
392",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Prasanna - Purple Bus,VE A/C Sleeper (2+1),20:15,07:30,11h 15m,INR 905,10 Seats available,"4.1
282",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Sangitam Travels Tanzanite,A/C Sleeper (2+1),19:30,07:30,12h 00m,INR 857,10 Seats available,"4.4
699",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Amrutyog Travels,A/C Sleeper (2+1),20:00,07:22,11h 22m,INR 900,21 Seats available,"4.2
314",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),19:00,06:45,11h 45m,INR 600,4 Seats available,"4.5
649",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Kadamba Transport Corporation Limited (KTCL) - 141293,Volvo AC Seater 2+2,19:45,08:15,12h 30m,INR 800,23 Seats available,"3.7
245",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Rajat Travels,A/C Seater / Sleeper (2+1),18:40,10:30,15h 50m,720,14 Seats available,"4.0
55",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sunrise Tours and Travels,Bharat Benz A/C Sleeper (2+1),17:50,08:45,14h 55m,INR 1099,8 Seats available,"4.2
218",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
AdStreamline tours and travels,Bharat Benz A/C Sleeper (2+1),21:00,11:30,14h 30m,999,20 Seats available,"3.7
208",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),18:45,10:00,15h 15m,1190,10 Seats available,"4.3
474",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sugama Tourist,NON A/C Sleeper (2+1),18:00,08:15,14h 15m,855,10 Seats available,"4.2
66",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),18:40,10:00,15h 20m,INR 1099,6 Seats available,"4.5
405",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
AdStreamline tours and travels,A/C Sleeper (2+1),19:25,10:05,14h 40m,899,24 Seats available,"3.8
375",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Jolly Tours and Travels,A/C Sleeper (2+1),20:30,10:30,14h 00m,855,6 Seats available,"4.4
49",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),19:00,11:05,16h 05m,INR 1199,1 Seat available,"4.4
33",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),19:00,10:15,15h 15m,INR 1199,6 Seats available,"4.7
477",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
SAI TOURS AND TRAVELS,NON A/C Sleeper (2+1),17:50,08:45,14h 55m,INR 700,20 Seats available,"3.8
9",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),17:50,07:30,13h 40m,INR 900,22 Seats available,"3.2
273",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
IntrCity SmartBus,AC Sleeper (2+1),19:30,11:20,15h 50m,INR 1095,4 Seats available,"3.9
195",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,A/C Sleeper (2+1),20:15,11:30,15h 15m,INR 999,29 Seats available,"3.8
8",https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
S R Travels,NON A/C Sleeper (2+1),01:00,06:00,05h 00m,INR 799,2 Seats available,"2.5
15",https://www.redbus.in/bus-tickets/belagavi-to-goa,Belagavi to Goa
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,10:00,12h 00m,INR 1000,12 Seats available,"4.0
334",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,08:30,12h 30m,INR 1000,16 Seats available,"4.1
315",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
"National Travels,Goa",A/C Sleeper (2+1),19:00,07:30,12h 30m,INR 1000,4 Seats available,"4.2
235",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
AdIntrCity SmartBus,AC Sleeper (2+1),21:00,11:20,14h 20m,INR 1117,7 Seats available,"3.9
354",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:00,08:45,13h 45m,INR 800,19 Seats available,"4.8
4",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Manish Travels,A/C Sleeper (2+1),19:30,09:30,14h 00m,INR 1000,20 Seats available,"4.3
34",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),19:30,09:40,14h 10m,INR 1125,4 Seats available,"4.5
429",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
"National Travels,Goa",NON A/C Sleeper (2+1),18:00,06:00,12h 00m,INR 800,1 Seat available,"4.0
220",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,VE A/C Sleeper (2+1),20:50,09:30,12h 40m,1000,5 Seats available,"4.4
562",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,07:45,12h 45m,INR 1000,10 Seats available,"4.1
242",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),18:00,07:30,13h 30m,INR 1000,6 Seats available,"4.0
270",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),17:45,05:00,11h 15m,INR 1000,11 Seats available,"4.3
32",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Rajdhani Travels Corporation,A/C Sleeper (2+1),17:45,07:30,13h 45m,INR 1000,10 Seats available,"4.3
16",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,AC Sleeper (2+1),18:10,07:35,13h 25m,1000,11 Seats available,"4.1
541",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),18:30,09:00,14h 30m,INR 1009,5 Seats available,"4.3
385",https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Kadamba Transport Corporation Limited (KTCL) - 5633,Volvo AC Seater 2+2,18:30,08:30,14h 00m,INR 800,21 Seats available,"3.7
223",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),18:15,07:30,13h 15m,1199,5 Seats available,"4.0
473",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,Bharat Benz A/C Sleeper (2+1),19:15,08:00,12h 45m,INR 1099,5 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),18:00,06:30,12h 30m,1199,5 Seats available,"4.3
428",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,A/C Sleeper (2+1),17:45,06:30,12h 45m,INR 1699,2 Seats available,"4.1
405",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,06:30,12h 30m,INR 1199,2 Seats available,"4.3
48",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Jolly Tours and Travels,A/C Sleeper (2+1),18:00,08:10,14h 10m,989,9 Seats available,"3.2
32",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Rajat Travels,A/C Seater / Sleeper (2+1),18:00,06:35,12h 35m,720,6 Seats available,"3.4
46",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sunrise Tours and Travels,A/C Sleeper (2+1),17:45,06:35,12h 50m,INR 1099,1 Seat available,"4.4
167",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
VRL Travels,NON A/C Sleeper (2+1),18:00,08:00,14h 00m,INR 1200,4 Seats available,"4.1
132",https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
National travels,Bharat Benz A/C Sleeper (2+1),17:40,22:15,04h 35m,INR 950,19 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
Rajat Travels,A/C Seater / Sleeper (2+1),18:00,22:30,04h 30m,540,7 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
PSR Travels Goa (SOARES),A/C Sleeper (2+1),18:01,23:30,05h 29m,INR 1100,15 Seats available,3.6,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
PVS Tours and Travels,A/C Sleeper (2+1),19:00,23:00,04h 00m,INR 999,12 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
PVS Tours and Travels,A/C Sleeper (2+1),19:00,22:45,03h 45m,INR 1599,2 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
S R Travels,A/C Seater/Sleeper (2+1),20:30,02:00,05h 30m,INR 700,19 Seats available,"3.2
9",https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),17:45,23:15,05h 30m,719,25 Seats available,1.9,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
ISRTC BUS,NON A/C Seater/ Sleeper (2+1),17:45,22:45,05h 00m,INR 700,28 Seats available,1.7,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
S R Travels,NON A/C Sleeper (2+1),20:00,23:59,03h 59m,INR 800,2 Seats available,"1.2
11",https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
Hriday Tours & Travels,Volvo Multi-Axle A/C Sleeper (2+1),19:00,21:00,02h 00m,INR 7000,36 Seats available,1.8,https://www.redbus.in/bus-tickets/goa-to-belagavi,Goa to Belagavi
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,INR 735,33 Seats available,"3.0
99",https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:00,10h 15m,1044,14 Seats available,"2.5
23",https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,INR 850,33 Seats available,"3.7
89",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:15,08:00,08h 45m,1283,23 Seats available,"2.9
112",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Sharma Travels,AC Sleeper (2+1),22:30,08:30,10h 00m,INR 666,8 Seats available,"3.9
14",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Khurana Travel Services,A/C Sleeper (2+1),21:45,07:30,09h 45m,INR 665,4 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,INR 700,14 Seats available,"2.7
129",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:00,12h 00m,1044,15 Seats available,"1.7
24",https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
AR Group Vijaylaxmi Travels,VE A/C Sleeper (2+1),19:00,06:00,11h 00m,INR 5000,36 Seats available,4.3,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Sharma Travels,Bharat Benz A/C Sleeper (2+1),23:00,09:00,10h 00m,INR 666,16 Seats available,3.9,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Zingbus Plus,AC Sleeper (2+1),18:10,00:15,06h 05m,530,12 Seats available,"4.5
62",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
"National Travels,Goa",NON A/C Sleeper (2+1),19:00,01:45,06h 45m,INR 700,6 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Amrutyog Travels (Global),NON A/C Sleeper (2+1),19:00,01:00,06h 00m,INR 700,14 Seats available,4.2,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Ashray Travels,NON A/C Sleeper (2+1),19:00,02:00,07h 00m,INR 700,21 Seats available,3.2,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Vaibhav Travels,A/C Sleeper (2+1),20:00,06:12,10h 12m,INR 600,1 Seat available,"3.9
235",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,02:35,06h 05m,INR 600,5 Seats available,"4.7
54",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Venkteshwara Travels,NON A/C Sleeper (2+1),20:30,04:00,07h 30m,INR 499,27 Seats available,"3.8
24",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),21:01,03:01,06h 00m,INR 700,17 Seats available,"3.2
17",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),22:01,05:01,07h 00m,INR 550,21 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Naik Tours And Travels,NON A/C Sleeper (2+1),17:50,23:25,05h 35m,INR 550,7 Seats available,"2.9
21",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Travels,NON A/C Seater (2+2),18:15,23:55,05h 40m,INR 500,28 Seats available,"2.0
33",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Jolly Tours and Travels,A/C Sleeper (2+1),18:30,01:45,07h 15m,1349,29 Seats available,3.5,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,01:30,06h 30m,INR 500,7 Seats available,"2.6
11",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,01:45,06h 00m,INR 700,11 Seats available,"2.9
7",https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
AAINATH TRAVELS,A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,INR 649,24 Seats available,1.9,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,INR 200,41 Seats available,"4.8
29",https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,INR 675,9 Seats available,"3.3
54",https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
AR Group Vijaylaxmi Travels,VE A/C Sleeper (2+1),19:30,05:15,09h 45m,INR 4999,36 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,03:45,08h 00m,1139,30 Seats available,2.6,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,INR 675,33 Seats available,"3.4
44",https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Sharma Travels,AC Sleeper (2+1),23:59,08:30,08h 31m,INR 666,8 Seats available,3.9,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Khurana Travel Services,A/C Sleeper (2+1),23:29,07:30,08h 01m,INR 665,4 Seats available,3.8,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:59,08:00,08h 01m,1283,25 Seats available,3.8,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Sharma Travels,Bharat Benz A/C Sleeper (2+1),23:59,09:00,09h 01m,INR 666,20 Seats available,3.9,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,06:00,09h 30m,1044,14 Seats available,"3.2
10",https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
AR Group Vijaylaxmi Travels,VE A/C Sleeper (2+1),20:30,06:00,09h 30m,INR 5000,36 Seats available,4.3,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Kadamba Transport Corporation Limited (KTCL) - 132897,Non AC Seater (2+2),23:00,08:00,09h 00m,INR 450,35 Seats available,"2.3
19",https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,08:00,08h 15m,INR 999,6 Seats available,"3.1
34",https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,INR 490,9 Seats available,"3.0
39",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,INR 600,1 Seat available,"3.6
282",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Venkteshwara Travels,NON A/C Sleeper (2+1),20:30,05:15,08h 45m,INR 499,25 Seats available,"4.0
4",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,02:15,06h 30m,1139,30 Seats available,2.6,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
AR Group Vijaylaxmi Travels,VE A/C Sleeper (2+1),19:30,02:30,07h 00m,INR 4999,36 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),19:00,20:00,01h 00m,INR 150,42 Seats available,3.6,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
Sea Bird Tourist,NON A/C Sleeper (2+1),18:00,02:30,08h 30m,INR 800,20 Seats available,"3.5
20",https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:30,09h 30m,INR 505,9 Seats available,"3.1
14",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,INR 600,1 Seat available,"3.5
147",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Venkteshwara Travels,NON A/C Sleeper (2+1),20:30,05:30,09h 00m,INR 499,27 Seats available,3.2,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
AR Group Vijaylaxmi Travels,VE A/C Sleeper (2+1),19:30,02:45,07h 15m,INR 4999,36 Seats available,4.3,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
PSR Travels Goa (Parrikar),A/C Sleeper (2+1),18:00,09:00,15h 00m,INR 1399,9 Seats available,"3.7
157",https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Hans Travels (I) Private Limited,A/C Sleeper (2+1),20:19,10:39,14h 20m,INR 1500,6 Seats available,"2.1
22",https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Kadamba Transport Corporation Limited (KTCL) - 6032,Non AC Seater 2+2,18:00,03:00,09h 00m,INR 550,25 Seats available,"3.6
18",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,08:00,09h 30m,INR 900,15 Seats available,"4.7
44",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,04:40,08h 10m,INR 600,4 Seats available,"4.9
29",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,05:40,08h 10m,INR 900,5 Seats available,"4.5
34",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,07:00,08h 30m,INR 900,5 Seats available,"4.6
30",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),20:00,04:10,08h 10m,INR 900,6 Seats available,"4.7
25",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,07:30,09h 30m,INR 1000,14 Seats available,"4.4
30",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,06:01,08h 45m,INR 900,22 Seats available,"4.5
17",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Zingbus Plus,VE A/C Sleeper (2+1),20:50,05:05,08h 15m,943,7 Seats available,"4.7
8",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),18:30,02:35,08h 05m,INR 959,5 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Sangitam Travels Tanzanite,A/C Sleeper (2+1),21:00,04:30,07h 30m,INR 857,10 Seats available,"4.2
9",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,05:00,09h 30m,INR 900,23 Seats available,"4.4
7",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Gobus,NON A/C Sleeper (2+1),19:01,04:41,09h 40m,INR 700,5 Seats available,"4.3
7",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Amrutyog Travels,A/C Sleeper (2+1),20:00,06:00,10h 00m,INR 900,20 Seats available,"4.1
8",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,04:45,08h 45m,INR 1000,17 Seats available,"4.8
4",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
